StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q12,Q9,Q4,Q3,Q7,Q9,Q8,Q10,Q11
2/9/23 21:07,2/9/23 21:08,IP Address,172.58.178.59,100,90,TRUE,2/9/23 21:08,R_2YXra0dVAVqJNGe,,,,,32.6951,-97.269,anonymous,EN,name59,email59,Definitely yes,MS in Computer Science,2022,"Programming Languages,Software Engineering,Databases and Data Mining","Joining student organizations,Just taking classes - that's all,Joining a research lab,Becoming a TA or IA",Continue to PhD,Python,"Cooking,Movies,Reading"
2/9/23 21:08,2/9/23 21:10,IP Address,47.184.83.203,100,101,TRUE,2/9/23 21:10,R_1onWt3m9UZ8ARku,,,,,33.238,-97.1134,anonymous,EN,name60,email60,Definitely yes,MS in Computer Science,2022,"Programming Languages,Software Engineering","Joining student organizations,Making new friends,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Large-company industry position,Startup scene,Industry research position",Java,"Cooking,Gaming,Movies"
2/9/23 22:10,2/9/23 22:11,IP Address,35.150.58.135,100,93,TRUE,2/9/23 22:11,R_1KkYpVu6xWEIcIP,,,,,33.2205,-97.1294,anonymous,EN,name61,email61,Definitely yes,MS in Artificial Intelligence,2023,"Artificial Intelligence,Data Science,Software Engineering,Computer Vision","Just taking classes - that's all,Making new friends",Large-company industry position,Python,"Sports,Movies"
2/9/23 22:52,2/9/23 22:54,IP Address,72.48.29.202,100,97,TRUE,2/9/23 22:54,R_1drW2sCgDOaGLXY,,,,,33.2249,-97.1811,anonymous,EN,name62,email62,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Cybersecurity,Programming Languages,Software Engineering","Joining student organizations,Making new friends,Entrepreneurship / starting your own company,Becoming a TA or IA","Large-company industry position,Startup scene",Python,"Cooking,Sports,Movies"
2/9/23 22:52,2/9/23 22:54,IP Address,153.33.138.32,100,124,TRUE,2/9/23 22:54,R_1cSsYdwyXSsdjGO,,,,,33.1893,-97.1261,anonymous,EN,name63,email63,Definitely yes,MS in Computer Engineering,2022,"Artificial Intelligence,Human-Computer Interaction,Game Design,Computer Graphics and Data Visualization,Cybersecurity,Data Science,Programming Languages,Software Engineering,Computer Vision","Joining student organizations,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Large-company industry position,Industry research position",Python,"Cooking,Reading"
2/9/23 22:55,2/9/23 22:57,IP Address,47.188.118.2,100,159,TRUE,2/9/23 22:57,R_sFijbxRnmiDsPi9,,,,,33.1893,-97.1261,anonymous,EN,name64,email64,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Human-Computer Interaction,Game Design,Computer Graphics and Data Visualization,Data Science,Software Engineering,Databases and Data Mining,Computer Vision","Joining student organizations,Making new friends,Joining a research lab,Becoming a TA or IA","Large-company industry position,Industry research position",Python,"Cooking,Sports,Gaming,Movies,Reading"
2/9/23 23:01,2/9/23 23:03,IP Address,47.188.118.2,100,101,TRUE,2/9/23 23:03,R_3R7Rl8LNxhKpYU3,,,,,33.1893,-97.1261,anonymous,EN,name65,email65,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Human-Computer Interaction,Game Design,Computer Graphics and Data Visualization,Data Science,Software Engineering,Databases and Data Mining,Computer Vision","Joining student organizations,Making new friends,Joining a research lab,Becoming a TA or IA","Large-company industry position,Industry research position",Python,"Cooking,Sports,Gaming,Movies,Reading"
2/9/23 23:04,2/9/23 23:06,IP Address,47.188.118.2,100,114,TRUE,2/9/23 23:06,R_31Beklj0seydgW0,,,,,33.1893,-97.1261,anonymous,EN,name66,email66,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Human-Computer Interaction,Game Design,Computer Graphics and Data Visualization,Data Science,Software Engineering,Databases and Data Mining,Computer Vision","Joining student organizations,Making new friends,Joining a research lab,Becoming a TA or IA","Large-company industry position,Industry research position",Python,"Cooking,Sports,Gaming,Movies,Reading"
2/9/23 23:06,2/9/23 23:07,IP Address,47.188.118.2,100,63,TRUE,2/9/23 23:07,R_2Ejka3OOm3mS7us,,,,,33.1893,-97.1261,anonymous,EN,name67,email67,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Human-Computer Interaction,Game Design,Computer Graphics and Data Visualization,Data Science,Software Engineering,Databases and Data Mining,Computer Vision","Joining student organizations,Making new friends,Joining a research lab,Becoming a TA or IA","Large-company industry position,Industry research position",Python,"Cooking,Sports,Gaming,Movies,Reading"
2/9/23 23:26,2/9/23 23:27,IP Address,64.118.167.2,100,111,TRUE,2/9/23 23:27,R_31BiDj8JfFIn4jn,,,,,33.2205,-97.1294,anonymous,EN,name68,email68,Definitely yes,MS in Computer Science,2022,"Programming Languages,Software Engineering,Databases and Data Mining,Theory","Joining student organizations,Making new friends,Entrepreneurship / starting your own company,Becoming a TA or IA",Unsure - we'll see,Python,"Cooking,Movies"
2/10/23 0:34,2/10/23 0:37,IP Address,35.150.39.154,100,200,TRUE,2/10/23 0:37,R_2DTuHnBKQ2FBXfX,,,,,33.2205,-97.1294,anonymous,EN,name69,email69,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Cybersecurity,Programming Languages,Software Engineering","Joining student organizations,Making new friends,Joining a research lab,Becoming a TA or IA",Other,Java,"Cooking,Movies,Reading"
2/10/23 1:34,2/10/23 1:38,IP Address,172.58.179.56,100,217,TRUE,2/10/23 1:38,R_3JkqCqrhua6wuKJ,,,,,32.8008,-96.7884,anonymous,EN,name70,email70,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Human-Computer Interaction,Game Design,Computer Graphics and Data Visualization,Data Science,Software Engineering,Databases and Data Mining,Computer Vision","Joining student organizations,Making new friends,Joining a research lab,Becoming a TA or IA","Large-company industry position,Industry research position",Python,"Cooking,Sports,Gaming,Movies,Reading"
2/10/23 9:57,2/10/23 9:59,IP Address,129.120.67.51,100,139,TRUE,2/10/23 9:59,R_2t9dDORyYocU8ut,,,,,33.2205,-97.1294,anonymous,EN,name71,email71,Definitely yes,MS in Artificial Intelligence,2022,"Artificial Intelligence,Data Science,Programming Languages,Software Engineering,Databases and Data Mining,Computer Vision","Joining student organizations,Just taking classes - that's all,Making new friends,Joining a research lab,Becoming a TA or IA","Large-company industry position,Startup scene,Industry research position",Python,"Cooking,Sports,Gaming,Movies"
2/10/23 10:12,2/10/23 10:15,IP Address,172.103.84.153,100,192,TRUE,2/10/23 10:15,R_zTFKnwX7THp9U65,,,,,33.2205,-97.1294,anonymous,EN,name72,email72,Definitely yes,MS in Computer Science,2023,"Human-Computer Interaction,Computer Graphics and Data Visualization,Software Engineering","Joining student organizations,Making new friends,Becoming a TA or IA",Industry research position,Python,Movies
2/10/23 10:16,2/10/23 10:17,IP Address,172.103.84.153,100,93,TRUE,2/10/23 10:17,R_12s8Ws7utpzidEs,,,,,33.2205,-97.1294,anonymous,EN,name73,email73,Definitely yes,MS in Computer Science,2023,"Human-Computer Interaction,Game Design,Data Science,Programming Languages","Joining student organizations,Making new friends,Becoming a TA or IA",Industry research position,Python,"Cooking,Sports,Gaming,Movies"
2/10/23 10:21,2/10/23 10:23,IP Address,172.103.84.153,100,87,TRUE,2/10/23 10:23,R_25sTgpO5UjQkaEv,,,,,33.2205,-97.1294,anonymous,EN,name74,email74,Definitely yes,MS in Computer Science,2023,"Human-Computer Interaction,Computer Graphics and Data Visualization,Programming Languages,Software Engineering","Joining student organizations,Making new friends,Entrepreneurship / starting your own company,Becoming a TA or IA","Startup scene,Industry research position",Python,"Sports,Gaming,Movies"
2/10/23 10:49,2/10/23 10:50,IP Address,129.120.67.51,100,71,TRUE,2/10/23 10:50,R_Q5hZpYfTUzjbYHL,,,,,33.2205,-97.1294,anonymous,EN,name75,email75,Definitely yes,MS in Computer Engineering,2023,Software Engineering,"Joining student organizations,Just taking classes - that's all,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA",Other,Java,"Cooking,Sports,Gaming,Movies"
2/10/23 11:27,2/10/23 11:29,IP Address,129.120.67.52,100,113,TRUE,2/10/23 11:29,R_2eX9HQwlK0rUMlH,,,,,33.2205,-97.1294,anonymous,EN,name76,email76,Definitely yes,PhD in Computer Science and Engineering,2019,"Artificial Intelligence,Networks,Computer Vision",,Unsure - we'll see,Python,"Cooking,Reading"
2/10/23 11:42,2/10/23 11:47,IP Address,129.120.67.51,100,260,TRUE,2/10/23 11:47,R_2aCrHnXoWWkJkYq,,,,,33.2205,-97.1294,anonymous,EN,name77,email77,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Human-Computer Interaction,Computer Graphics and Data Visualization,Cybersecurity,Data Science,Programming Languages,Software Engineering,Systems,Databases and Data Mining,Computer Vision","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Large-company industry position,Startup scene",Java,"Cooking,Sports,Gaming,Movies"
2/10/23 11:38,2/10/23 11:48,IP Address,35.150.38.22,100,610,TRUE,2/10/23 11:48,R_3lPIMicsYC0pdTk,,,,,33.2205,-97.1294,anonymous,EN,name78,email78,Definitely yes,MS in Artificial Intelligence,2023,"Artificial Intelligence,Computer Graphics and Data Visualization,Data Science,Programming Languages,Software Engineering,Databases and Data Mining","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Large-company industry position,Startup scene,Industry research position",Python,"Sports,Movies"
2/10/23 13:06,2/10/23 13:07,IP Address,47.184.64.2,100,96,TRUE,2/10/23 13:07,R_2qqKc7MTIafjoeG,,,,,33.238,-97.1134,anonymous,EN,name79,email79,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Game Design,Data Science,Programming Languages,Software Engineering,Theory,Computer Vision","Making new friends,Entrepreneurship / starting your own company,Becoming a TA or IA","Large-company industry position,Startup scene,Industry research position",JavaScript,"Sports,Gaming,Movies"
2/10/23 14:35,2/10/23 14:37,IP Address,129.120.67.51,100,93,TRUE,2/10/23 14:37,R_28NjmMBnfc3wneE,,,,,33.2205,-97.1294,anonymous,EN,name80,email80,Definitely yes,MS in Computer Science,2021,"Artificial Intelligence,Networks,Computer Graphics and Data Visualization,Data Science,Software Engineering","Joining student organizations,Becoming a TA or IA",Large-company industry position,Python,"Cooking,Sports,I have none"
2/10/23 14:34,2/10/23 14:38,IP Address,107.115.171.100,100,229,TRUE,2/10/23 14:38,R_2CiVgAKdxsMDgLC,,,,,32.7889,-96.8021,anonymous,EN,name81,email81,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Data Science","Joining student organizations,Joining a research lab,Becoming a TA or IA","Continue to PhD,Startup scene",Python,Sports
2/10/23 15:17,2/10/23 15:20,IP Address,128.92.198.83,100,175,TRUE,2/10/23 15:20,R_30oEjmTGfLuezyI,,,,,33.2205,-97.1294,anonymous,EN,name82,email82,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Game Design,Cybersecurity,Data Science,Computer Vision","Joining student organizations,Making new friends,Becoming a TA or IA",Continue to PhD,Python,"Cooking,Sports"
2/10/23 15:23,2/10/23 15:25,IP Address,128.92.198.83,100,126,TRUE,2/10/23 15:25,R_3iO1CmK0xUwU8DO,,,,,33.2205,-97.1294,anonymous,EN,name83,email83,Definitely yes,Other,2023,"Human-Computer Interaction,Computer Graphics and Data Visualization,Databases and Data Mining","Joining student organizations,Just taking classes - that's all,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Large-company industry position,Startup scene,Industry research position",Python,"Cooking,Sports,Gaming,Reading"
2/10/23 15:20,2/10/23 15:27,IP Address,129.120.67.51,100,406,TRUE,2/10/23 15:27,R_3kbTKjKTHRcAKGw,,,,,33.2205,-97.1294,anonymous,EN,name84,email84,Definitely yes,MS in Artificial Intelligence,2019,"Artificial Intelligence,Game Design,Networks,Computer Graphics and Data Visualization,Data Science,Software Engineering,Computer Vision","Joining a research lab,Entrepreneurship / starting your own company","Large-company industry position,Startup scene",Python,"Cooking,Sports,Gaming,Movies,Reading"
2/10/23 17:37,2/10/23 17:38,IP Address,104.222.24.175,100,80,TRUE,2/10/23 17:38,R_QlIUCX2TR0HcQnf,,,,,33.2205,-97.1294,anonymous,EN,name85,email85,Definitely yes,MS in Computer Science,2023,"Human-Computer Interaction,Data Science,Programming Languages,Software Engineering,Databases and Data Mining","Joining student organizations,Making new friends,Joining a research lab,Becoming a TA or IA",Unsure - we'll see,Python,"Cooking,Sports,Gaming,Movies"
2/10/23 17:45,2/10/23 17:48,IP Address,35.150.52.149,100,175,TRUE,2/10/23 17:48,R_3k013weVggMbqSI,,,,,33.238,-97.1134,anonymous,EN,name86,email86,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Data Science,Programming Languages,Software Engineering,Databases and Data Mining","Joining student organizations,Making new friends,Becoming a TA or IA","Large-company industry position,Industry research position",Python,"Cooking,Sports,Movies,Reading"
2/10/23 17:58,2/10/23 18:00,IP Address,66.169.208.187,100,112,TRUE,2/10/23 18:00,R_cGF52H0Dpv3nMid,,,,,33.2124,-97.066,anonymous,EN,name87,email87,Definitely yes,MS in Artificial Intelligence,2023,Artificial Intelligence,"Joining student organizations,Making new friends,Joining a research lab,Becoming a TA or IA",Other,Python,"Cooking,Movies"
2/10/23 19:40,2/10/23 19:42,IP Address,35.150.38.22,100,106,TRUE,2/10/23 19:42,R_2yjyn0Hxawpwv1a,,,,,33.2205,-97.1294,anonymous,EN,name88,email88,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Cybersecurity,Data Science,Programming Languages,Databases and Data Mining","Joining student organizations,Entrepreneurship / starting your own company,Becoming a TA or IA","Large-company industry position,Industry research position",Python,"Cooking,Gaming,Movies"
2/10/23 20:12,2/10/23 20:14,IP Address,47.185.253.134,100,128,TRUE,2/10/23 20:14,R_3hbYoH4qiJZsi5v,,,,,33.0287,-96.6826,anonymous,EN,name89,email89,Definitely yes,MS in Artificial Intelligence,2022,"Artificial Intelligence,Computer Graphics and Data Visualization,Cybersecurity,Data Science,Programming Languages,Software Engineering,Databases and Data Mining,Computer Vision","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Large-company industry position,Startup scene,Industry research position",Python,"Cooking,Sports,Reading"
2/10/23 21:50,2/10/23 21:54,IP Address,128.92.210.3,100,223,TRUE,2/10/23 21:54,R_1ml5IRQRIdgwXKq,,,,,33.2249,-97.1811,anonymous,EN,name90,email90,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Game Design,Networks,Computer Graphics and Data Visualization,Cybersecurity,Data Science,Databases and Data Mining","Joining student organizations,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Large-company industry position,Industry research position",Python,"Cooking,Sports,Gaming,Movies"
2/11/23 0:15,2/11/23 0:17,IP Address,76.187.198.94,100,130,TRUE,2/11/23 0:17,R_qxxsim0WQ0zk5EJ,,,,,33.0563,-96.7341,anonymous,EN,name91,email91,Definitely yes,MS in Computer Science,2021,"Networks,Cybersecurity,Databases and Data Mining","Joining a research lab,Entrepreneurship / starting your own company",Unsure - we'll see,Java,Cooking
2/11/23 11:30,2/11/23 11:32,IP Address,129.120.67.52,100,154,TRUE,2/11/23 11:32,R_1JDB5JbtG0Cbhqf,,,,,33.2205,-97.1294,anonymous,EN,name92,email92,Definitely yes,MS in Computer Science,2023,"Data Science,Programming Languages","Joining student organizations,Becoming a TA or IA",Large-company industry position,Python,"Cooking,Gaming,Movies"
2/11/23 14:19,2/11/23 14:20,IP Address,47.221.204.170,100,102,TRUE,2/11/23 14:20,R_2frjtGlJVsrThBf,,,,,33.1494,-96.828,anonymous,EN,name93,email93,Definitely yes,MS in Computer Science,2022,Artificial Intelligence,"Joining student organizations,Making new friends,Becoming a TA or IA",Large-company industry position,Python,Reading
2/11/23 18:18,2/11/23 18:21,IP Address,128.92.198.83,100,208,TRUE,2/11/23 18:21,R_1ogOBC2s8Nr0BaD,,,,,33.2205,-97.1294,anonymous,EN,name94,email94,Definitely yes,MS in Computer Science,2022,"Data Science,Programming Languages,Software Engineering,Databases and Data Mining","Joining student organizations,Making new friends,Joining a research lab,Becoming a TA or IA","Large-company industry position,Industry research position",Java,"Cooking,Sports,Gaming,Movies,Reading"
2/11/23 20:09,2/11/23 20:11,IP Address,66.169.210.217,100,88,TRUE,2/11/23 20:11,R_1CISh8x4gnLd7NK,,,,,33.1452,-97.0699,anonymous,EN,name95,email95,Definitely yes,MS in Artificial Intelligence,2022,"Artificial Intelligence,Data Science,Programming Languages,Software Engineering,Databases and Data Mining,Computer Vision",Becoming a TA or IA,Large-company industry position,Python,"Gaming,Reading"
2/12/23 8:37,2/12/23 8:39,IP Address,47.184.124.133,100,108,TRUE,2/12/23 8:39,R_BWAWXOKlLKBpW6t,,,,,33.238,-97.1134,anonymous,EN,name96,email96,Definitely yes,MS in Computer Science,2022,"Artificial Intelligence,Cybersecurity,Data Science,Programming Languages,Software Engineering,Databases and Data Mining","Joining student organizations,Making new friends,Joining a research lab,Becoming a TA or IA","Continue to PhD,Large-company industry position",Java,"Cooking,Sports,Gaming,Movies,Reading"
2/12/23 14:20,2/12/23 14:23,IP Address,75.32.13.201,100,156,TRUE,2/12/23 14:23,R_2zvkWWgYKFZSfxe,,,,,32.926,-96.9666,anonymous,EN,name97,email97,Definitely yes,MS in Computer Science,2023,"Computer Graphics and Data Visualization,Data Science,Programming Languages","Making new friends,Joining a research lab,Becoming a TA or IA",Industry research position,JavaScript,"Sports,Reading"
2/12/23 17:36,2/12/23 17:38,IP Address,172.108.155.109,100,169,TRUE,2/12/23 17:38,R_pKIyFeWyikUP1Dz,,,,,33.2205,-97.1294,anonymous,EN,name98,email98,Definitely yes,PhD in Computer Science and Engineering,2023,"Artificial Intelligence,Computer Vision","Making new friends,Entrepreneurship / starting your own company","Large-company industry position,Startup scene,Industry research position",Python,"Sports,Movies,Reading"
2/12/23 22:02,2/12/23 22:06,IP Address,47.184.70.169,100,207,TRUE,2/12/23 22:06,R_1kU2Ttvl6jycSrv,,,,,33.238,-97.1134,anonymous,EN,name99,email99,Definitely yes,MS in Computer Science,2022,"Artificial Intelligence,Data Science,Programming Languages,Software Engineering,Databases and Data Mining","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Large-company industry position,Startup scene,Unsure - we'll see,Industry research position",Python,"Cooking,Sports,Movies,Reading"
2/13/23 10:45,2/13/23 10:47,IP Address,129.120.67.52,100,107,TRUE,2/13/23 10:47,R_2EirAdk19hfGEvj,,,,,33.2205,-97.1294,anonymous,EN,name100,email100,Definitely yes,MS in Artificial Intelligence,2021,"Artificial Intelligence,Human-Computer Interaction,Game Design,Networks,Computer Graphics and Data Visualization,Data Science,Programming Languages,Software Engineering,Systems,Computer Vision","Joining student organizations,Making new friends,Joining a research lab",Industry research position,Python,"Cooking,Sports,Movies,Reading"
2/13/23 12:06,2/13/23 12:07,IP Address,76.184.38.173,100,94,TRUE,2/13/23 12:07,R_3n92YstmgxCQN09,,,,,32.7908,-96.8336,anonymous,EN,name101,email101,Definitely yes,MS in Computer Science,2022,"Artificial Intelligence,Data Science,Databases and Data Mining","Joining student organizations,Making new friends,Entrepreneurship / starting your own company,Becoming a TA or IA","Large-company industry position,Startup scene",Java,"Gaming,Movies"
2/13/23 12:08,2/13/23 12:10,IP Address,129.120.67.51,100,127,TRUE,2/13/23 12:10,R_2dpg3NTPygfJNbs,,,,,33.2205,-97.1294,anonymous,EN,name102,email102,Definitely yes,MS in Computer Science,2022,"Data Science,Programming Languages","Joining student organizations,Entrepreneurship / starting your own company,Becoming a TA or IA","Large-company industry position,Startup scene",Python,"Cooking,Sports,Movies,Reading"
2/13/23 12:23,2/13/23 12:26,IP Address,35.150.39.137,100,125,TRUE,2/13/23 12:26,R_2Y99YaPkm3F7P2V,,,,,33.2205,-97.1294,anonymous,EN,name103,email103,Definitely yes,MS in Computer Science,2023,"Data Science,Software Engineering,Databases and Data Mining","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA",Large-company industry position,Java,"Sports,Movies,Reading"
2/13/23 13:37,2/13/23 13:39,IP Address,129.120.67.52,100,111,TRUE,2/13/23 13:39,R_2sTGnx5Dwr75QG9,,,,,33.2205,-97.1294,anonymous,EN,name104,email104,Definitely yes,MS in Computer Science,2022,"Programming Languages,Software Engineering,Systems,Databases and Data Mining","Making new friends,Becoming a TA or IA",Large-company industry position,Python,"Cooking,Sports,Gaming,Movies"
2/13/23 13:41,2/13/23 13:43,IP Address,68.116.156.141,100,90,TRUE,2/13/23 13:43,R_246jUUTzjGAMeZi,,,,,33.1452,-97.0699,anonymous,EN,name105,email105,Definitely yes,MS in Computer Science,2022,"Artificial Intelligence,Human-Computer Interaction,Programming Languages,Software Engineering,Databases and Data Mining","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA",Large-company industry position,Python,"Gaming,Movies"
2/13/23 14:05,2/13/23 14:06,IP Address,129.120.67.14,100,82,TRUE,2/13/23 14:06,R_1HiOrYI2jFR6cBs,,,,,33.2205,-97.1294,anonymous,EN,name106,email106,Definitely yes,PhD in Computer Science and Engineering,2019,Systems,Joining student organizations,Industry research position,Python,"Cooking,Sports,Reading"
2/13/23 15:12,2/13/23 15:13,IP Address,47.221.204.170,100,96,TRUE,2/13/23 15:14,R_1fjsOB5lT3Xqowh,,,,,33.1494,-96.828,anonymous,EN,name107,email107,Definitely yes,MS in Computer Science,2022,"Artificial Intelligence,Human-Computer Interaction,Data Science","Making new friends,Entrepreneurship / starting your own company,Becoming a TA or IA","Large-company industry position,Startup scene",Python,"Sports,Reading"
2/13/23 17:10,2/13/23 17:11,IP Address,35.150.38.22,100,70,TRUE,2/13/23 17:11,R_1LLlXsx39QEJ6cB,,,,,33.2205,-97.1294,anonymous,EN,name108,email108,Definitely yes,MS in Computer Science,2023,"Artificial Intelligence,Data Science,Programming Languages,Software Engineering,Databases and Data Mining","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Large-company industry position,Startup scene",Python,"Cooking,Sports,Movies"
2/13/23 18:57,2/13/23 18:59,IP Address,129.120.67.52,100,142,TRUE,2/13/23 18:59,R_2pMpM2ugX92scbe,,,,,33.2205,-97.1294,anonymous,EN,name109,email109,Definitely yes,MS in Artificial Intelligence,2023,"Artificial Intelligence,Cybersecurity,Data Science,Programming Languages,Software Engineering","Joining a research lab,Becoming a TA or IA","Large-company industry position,Industry research position",Python,"Cooking,Sports,Reading"
2/13/23 18:57,2/13/23 19:03,IP Address,129.120.67.52,100,411,TRUE,2/13/23 19:03,R_1DU3sXTfVi9noSc,,,,,33.2205,-97.1294,anonymous,EN,name110,email110,Definitely yes,MS in Artificial Intelligence,2022,"Artificial Intelligence,Cybersecurity,Programming Languages,Software Engineering,Databases and Data Mining,Theory,Computer Vision",Joining student organizations,"Large-company industry position,Startup scene,Industry research position",Java,"Movies,Reading"
2/13/23 19:39,2/13/23 19:41,IP Address,172.58.96.254,100,101,TRUE,2/13/23 19:41,R_3KIXcnOIgqbzigD,,,,,32.7797,-96.8022,anonymous,EN,name111,email111,Definitely yes,MS in Artificial Intelligence,2022,"Artificial Intelligence,Data Science,Programming Languages,Databases and Data Mining","Joining student organizations,Making new friends,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Large-company industry position,Industry research position",Java,Reading
2/9/23 16:41,2/9/23 16:45,IP Address,129.120.67.52,100,248,TRUE,2/9/23 16:45,R_3J28CdQznFnaRN7,,,,,33.2205,-97.1294,anonymous,EN,name112,email112,Might or might not,MS in Computer Science,2019,"Artificial Intelligence,Human-Computer Interaction,Game Design,Cybersecurity,Software Engineering","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Large-company industry position,Startup scene,Unsure - we'll see,Industry research position",C/C++,"Cooking,Gaming,Reading"
2/9/23 16:50,2/9/23 16:52,IP Address,47.4.22.220,100,130,TRUE,2/9/23 16:52,R_2VyH4vFK7OltBqp,,,,,33.2124,-97.066,anonymous,EN,name113,email113,Might or might not,MS in Computer Science,2022,"Artificial Intelligence,Data Science","Making new friends,Joining a research lab,Becoming a TA or IA",Large-company industry position,Python,Movies
2/9/23 19:40,2/9/23 19:41,IP Address,47.185.239.211,100,77,TRUE,2/9/23 19:41,R_1FRIjv7KUNiMgkU,,,,,33.0173,-96.612,anonymous,EN,name114,email114,Might or might not,MS in Computer Science,2022,"Artificial Intelligence,Cybersecurity,Software Engineering","Joining student organizations,Making new friends,Becoming a TA or IA",Large-company industry position,JavaScript,"Sports,Movies"
2/10/23 8:42,2/10/23 8:47,IP Address,172.58.176.1,100,297,TRUE,2/10/23 8:47,R_25RD4xCr2fmOKx1,,,,,32.7767,-96.805,anonymous,EN,name115,email115,Might or might not,MS in Computer Science,2023,"Artificial Intelligence,Networks,Cybersecurity,Data Science,Databases and Data Mining","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Continue to PhD,Large-company industry position,Industry research position",Python,Cooking
2/10/23 8:44,2/10/23 8:47,IP Address,129.120.67.51,100,201,TRUE,2/10/23 8:47,R_1GIbVUcWtxKA6PL,,,,,33.2205,-97.1294,anonymous,EN,name116,email116,Might or might not,MS in Computer Science,2022,"Artificial Intelligence,Data Science","Joining student organizations,Making new friends,Becoming a TA or IA",Large-company industry position,Python,"Cooking,Movies"
2/9/23 16:01,2/9/23 16:02,IP Address,172.58.107.149,100,86,TRUE,2/9/23 16:02,R_eEzUUeluw7UYe6l,,,,,32.7797,-96.8022,anonymous,EN,name117,email117,Probably yes,MS in Computer Science,2023,"Data Science,Programming Languages,Software Engineering,Databases and Data Mining","Making new friends,Becoming a TA or IA","Large-company industry position,Industry research position",Python,"Cooking,Gaming,Movies"
2/9/23 16:01,2/9/23 16:02,IP Address,172.58.97.175,100,90,TRUE,2/9/23 16:02,R_3fd7biXVFcDPpkO,,,,,32.7797,-96.8022,anonymous,EN,name118,email118,Probably yes,MS in Computer Science,2023,"Networks,Software Engineering,Databases and Data Mining","Joining student organizations,Making new friends,Becoming a TA or IA","Large-company industry position,Startup scene",Python,"Cooking,Movies,Reading"
2/9/23 16:01,2/9/23 16:03,IP Address,172.58.97.55,100,93,TRUE,2/9/23 16:03,R_2UbA3L7glrWXOv7,,,,,32.7797,-96.8022,anonymous,EN,name119,email119,Probably yes,MS in Artificial Intelligence,2023,"Artificial Intelligence,Game Design,Data Science,Computer Vision","Joining student organizations,Making new friends,Joining a research lab,Entrepreneurship / starting your own company,Becoming a TA or IA","Large-company industry position,Startup scene",Python,"Cooking,Sports,Gaming,Movies"
2/9/23 16:01,2/9/23 16:03,IP Address,99.8.58.189,100,108,TRUE,2/9/23 16:03,R_zd83GqCj99SnDvr,,,,,33.2339,-96.7981,anonymous,EN,name120,email120,Probably yes,MS in Computer Science,2023,"Artificial Intelligence,Data Science,Databases and Data Mining","Joining student organizations,Joining a research lab,Becoming a TA or IA","Large-company industry position,Startup scene,Industry research position",Java,"Sports,Gaming"
2/9/23 16:01,2/9/23 16:03,IP Address,35.150.52.142,100,84,TRUE,2/9/23 16:03,R_1q3b56JgiIuqh0p,,,,,33.238,-97.1134,anonymous,EN,name121,email121,Probably yes,MS in Cybersecurity,2023,"Artificial Intelligence,Cybersecurity","Joining student organizations,Making new friends,Becoming a TA or IA",Other,PHP,"Gaming,Movies,Reading"
